"id","tracking_id","stat_click_id","session_ip","session_datetime","publisher_id","ad_network_id","advertiser_id","site_id","campaign_id","site_event_id","publisher_ref_id","device_ip","sdk","device_carrier","language","package_name","app_name","country_id","region_id","user_agent","request_url","created","modified","latitude","longitude","match_type","install_date"
"81ee633e1765c6aae8-20150501-1681","clk3-5af3sqcfqyeaqodpbqaqq","8b1623fa404ce82418-20150405-1681","174.63.144.166","2015-04-05 03:40:54",19808,326,1681,32112,257806,834380026,NULL,"174.63.144.166","ios","Sprint","en","com.supercell.reef","Reef",840,10,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70","https://1681.engine.mobileapptracking.com/serve?action=session&advertiser_id=1681&package_name=com.supercell.reef&response_format=json&sdk=ios&transaction_id=2ACE053A-54F0-48D4-9F31-48A0CB1F69D9&ver=3.5.3&sdk_retry_attempt=0&app_name=Reef&app_version=20.45.1&mobile_country_code=310&carrier_country_code=us&mobile_network_code=120&country_code=US&device_brand=Apple&device_carrier=Sprint&device_cpu_subtype=1&device_cpu_type=16777228&device_model=iPhone7%2C2&iad_attribution=0&insdate=1422557428&ios_ad_tracking=0&ios_ifa=38A62E05-97DA-4DE1-8ED7-A936D0F70F8B&ios_ifv=89812C09-4E44-4264-A247-C5B68FB399D6&language=en&mat_id=BF6D68CE-680F-4009-A992-BCE2E08BCE57&os_jailbroke=0&os_version=8.3&revenue=0&screen_density=2&screen_size=375x667&system_date=1430438361&user_id=a482145a5220ec1f&conversion_user_agent=Mozilla%2F5.0%20%28iPhone%3B%20CPU%20iPhone%20OS%208_3%20like%20Mac%20OS%20X%29%20AppleWebKit%2F600.1.4%20%28KHTML%2C%20like%20Gecko%29%20Mobile%2F12F70&encrypted_request=1","2015-05-01 00:00:36","2015-05-01 00:00:41",26.617500000000,-81.871300000000,"inline","2015-01-29 18:50:28"
"2d03b0b43cf63a0f6b-20150501-1681","inmobi-0cc2bebf-014d-1000-fa0e-407742f700d4","a179ee3f007c26d7542aac899d643298-20150430-1681","186.105.218.27","2015-04-30 23:57:06",4508,31,1681,35440,260660,838121304,"0cc2bebf-014d-1000-fa0e-407742f700d4","186.105.218.27","android","Vodafone.de","Spanish","com.supercell.clashofclans","Clash of Clans",152,2998,"Mozilla/5.0 (Linux; Android 4.4.2; SAMSUNG-SM-N900A Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36","https://1681.engine.mobileapptracking.com/serve?ver=3.5&transaction_id=285ad999-4f44-468f-a2d7-0960abe42e0a&sdk=android&action=session&advertiser_id=1681&package_name=com.supercell.clashofclans&connection_type=WIFI&app_name=Clash%20of%20Clans&app_version=591&country_code=de&currency_code=USD&device_brand=samsung&device_carrier=Vodafone.de&device_cpu_type=i686&device_model=SAMSUNG-SM-N900A&existing_user=0&insdate=1430438272&installer=com.android.vending&install_referrer=mat_tracking_id%3Dinmobi-0cc2bebf-014d-1000-fa0e-407742f700d4&language=Spanish&mat_id=96419deb-e5e1-4db1-b74a-7824ed321fa2&mobile_country_code=262&mobile_network_code=02&os_version=4.4.2&revenue=0.0&screen_density=1.0&screen_layout_size=1152x672&sdk_version=3.5&user_id=a482147b52c93aa4&google_aid=d45f7518-c22e-4789-98f9-3617a930ce3b&google_ad_tracking_disabled=0&conversion_user_agent=Mozilla%2F5.0%20%28Linux%3B%20Android%204.4.2%3B%20SAMSUNG-SM-N900A%20Build%2FKOT49H%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F30.0.0.0%20Safari%2F537.36&system_date=1430438388&encrypted_request=1","2015-05-01 00:00:48","2015-05-01 00:00:54",-33.461300000000,-70.634200000000,"referrer","2015-04-30 23:57:52"
"16868b70e0d01cde9f-20150501-1681","coduw_an3sqcfvuwjgodmowaog","b994b4e9a440155d0db3323b0733ead2-20150405-1681","113.210.2.121","2015-04-05 04:20:48",19808,326,1681,8688,245126,25544070,"5b831ee16d2b64f37da594fc98dc6feb%7C%7C40275%3A3286%2Fclash-of-clans","175.145.60.110","ios","Maxis","en","com.supercell.magic","Clash of Clans",458,28185,"(null)","https://1681.engine.mobileapptracking.com/serve?action=session&advertiser_id=1681&package_name=com.supercell.magic&response_format=json&sdk=ios&transaction_id=C6BE02B4-5B49-4F44-8BBD-12388EC7A6D1&ver=3.5.3&sdk_retry_attempt=3&app_name=Clash%20of%20Clans&app_version=7.1.1&mobile_country_code=502&carrier_country_code=my&mobile_network_code=12&country_code=MY&device_brand=Apple&device_carrier=Maxis&device_cpu_subtype=1&device_cpu_type=16777228&device_model=iPhone7%2C2&insdate=1430217542&ios_ad_tracking=1&ios_ifa=EB4A54ED-112D-4776-9015-9CF4BFD0D62F&ios_ifv=457E7C2C-7D3F-4F9D-9380-D07B2339CA5A&language=en&mat_id=B4F5AB8A-C834-49F5-8985-25EB7802B408&os_jailbroke=0&os_version=8.1.1&revenue=0&screen_density=2&screen_size=375x667&system_date=1430220123&user_id=a482144552c6963e&conversion_user_agent=%28null%29&encrypted_request=1","2015-05-01 00:00:59","2015-05-01 00:01:05",3.150700000000,101.713300000000,"inline","2015-04-28 10:39:02"
"3c1979ad2731da13e0-20150501-1681","inmobi-56629643-014c-1000-cc60-409d41880096","f08a21ffbc75c0a1335bce3bb3ca8fc9-20150430-1681","49.85.234.71","2015-04-30 05:42:35",4508,31,1681,8688,245126,25544070,"56629643-014c-1000-cc60-409d41880096","49.85.234.71","ios","Sprint","zh-Hans","com.supercell.magic","部落冲突",156,10699,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10A523","https://1681.engine.mobileapptracking.com/serve?action=session&advertiser_id=1681&package_name=com.supercell.magic&response_format=json&sdk=ios&transaction_id=F1880CB4-50AC-476C-8522-9D0266252C2C&ver=3.5.3&sdk_retry_attempt=0&app_name=%E9%83%A8%E8%90%BD%E5%86%B2%E7%AA%81&app_version=7.65&mobile_country_code=310&carrier_country_code=us&mobile_network_code=SPR&country_code=CN&device_brand=Apple&device_carrier=Sprint&device_cpu_subtype=9&device_cpu_type=12&device_model=iPhone3%2C3&insdate=1430275608&ios_ad_tracking=0&ios_ifa=C6DC8F49-6DEC-4363-B7B1-5A915DC19291&ios_ifv=43B92170-45D5-420D-848B-4B21111823A7&language=zh-Hans&mat_id=6F794E7F-9AB9-4F73-9CB9-9E41D2C6E0DC&os_jailbroke=1&os_version=6.0.1&revenue=0&screen_density=2&screen_size=320x480&system_date=1430438393&user_id=a482144952c6466d&conversion_user_agent=Mozilla%2F5.0%20%28iPhone%3B%20CPU%20iPhone%20OS%206_0_1%20like%20Mac%20OS%20X%29%20AppleWebKit%2F536.26%20%28KHTML%2C%20like%20Gecko%29%20Mobile%2F10A523&encrypted_request=1","2015-05-01 00:01:10","2015-05-01 00:01:16",32.048200000000,118.768300000000,"fingerprint","2015-04-29 02:46:48"
"34960276a4c1a5321c-20150501-1681","inmobi-f0d210cd-014c-1000-c173-403541e40090","2a7fb36247bb6f503401eb2a82a2a37a-20150430-1681","180.95.18.24","2015-04-30 02:35:41",4508,31,1681,8688,245126,25544070,"f0d210cd-014c-1000-c173-403541e40090","180.95.18.24","ios",NULL,"en-AU","com.supercell.magic","Clash of Clans",36,28386,"Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D167","https://1681.engine.mobileapptracking.com/serve?action=session&advertiser_id=1681&package_name=com.supercell.magic&response_format=json&sdk=ios&transaction_id=0A8566BA-E537-4877-9FEB-C296DF4E9142&ver=3.5.3&sdk_retry_attempt=0&app_name=Clash%20of%20Clans&app_version=7.65&country_code=AU&device_brand=Apple&device_cpu_subtype=1&device_cpu_type=16777228&device_model=iPad4%2C1&iad_attribution=0&insdate=1430434681&ios_ad_tracking=0&ios_ifa=0AF5A052-968A-45B2-8EDF-706F4DC9D68A&ios_ifv=24423759-0F2E-4EEF-9221-B457F1F06E52&language=en-AU&mat_id=253F7622-E8B3-48DB-A9DD-991D0ACF3131&os_jailbroke=1&os_version=7.1&revenue=0&screen_density=2&screen_size=768x1024&system_date=1430438397&user_id=a482147a52c71a40&conversion_user_agent=Mozilla%2F5.0%20%28iPad%3B%20CPU%20OS%207_1%20like%20Mac%20OS%20X%29%20AppleWebKit%2F537.51.2%20%28KHTML%2C%20like%20Gecko%29%20Mobile%2F11D167&encrypted_request=1","2015-05-01 00:01:12","2015-05-01 00:01:17",-34.365910000000,150.910760000000,"fingerprint","2015-04-30 22:58:01"
"18c599d59fa4236879-20150501-1681","inmobi-0b0200ab-014d-1000-f778-3f9d41e30093","c6e3a066c63d08f8ccb30c33ebecbb8b-20150430-1681","202.62.16.123","2015-04-30 15:47:00",4508,31,1681,8688,245126,25544070,"0b0200ab-014d-1000-f778-3f9d41e30093","202.62.16.123","ios","Telkomsel","en","com.supercell.magic","Clash of Clans",360,11806,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F69","https://1681.engine.mobileapptracking.com/serve?action=session&advertiser_id=1681&package_name=com.supercell.magic&response_format=json&sdk=ios&transaction_id=E9599045-953C-4C22-AC07-FC9A0E49EB96&ver=3.5.3&sdk_retry_attempt=0&app_name=Clash%20of%20Clans&app_version=7.65&mobile_country_code=510&carrier_country_code=id&mobile_network_code=10&country_code=ID&device_brand=Apple&device_carrier=Telkomsel&device_cpu_subtype=11&device_cpu_type=12&device_model=iPad3%2C5&insdate=1430279208&ios_ad_tracking=1&ios_ifa=15A663DB-490C-40A6-9CD4-1593ABAEB5FC&ios_ifv=61E3FA9A-339B-4D61-B1B3-0AD892D32C71&language=en&mat_id=8481684F-A775-46F8-BE98-0057C277652B&os_jailbroke=0&os_version=8.3&revenue=0&screen_density=2&screen_size=768x1024&system_date=1430438403&user_id=a482141052002ac2&conversion_user_agent=Mozilla%2F5.0%20%28iPad%3B%20CPU%20OS%208_3%20like%20Mac%20OS%20X%29%20AppleWebKit%2F600.1.4%20%28KHTML%2C%20like%20Gecko%29%20Mobile%2F12F69&encrypted_request=1","2015-05-01 00:01:18","2015-05-01 00:01:24",-5.150000000000,119.410000000000,"fingerprint","2015-04-29 03:46:48"
"6d21011b4a058a9f76-20150501-1681","inmobi-f6d417cd-014c-1000-db41-415f42ce00c5","56c8689ac3dc73e1859f4b6b3fb97cdc-20150426-1681","208.54.4.165","2015-04-26 17:44:01",4508,31,1681,35440,260660,838121304,"f6d417cd-014c-1000-db41-415f42ce00c5","208.54.5.254","android","MetroPCS","English","com.supercell.clashofclans","Clash of Clans",840,48,"Mozilla/5.0 (Linux; U; Android 4.1.2; en-us; LGMS500 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","https://1681.engine.mobileapptracking.com/serve?ver=3.5&transaction_id=e0e9903c-78f3-40b0-a449-31de9fd7ca93&sdk=android&action=session&advertiser_id=1681&package_name=com.supercell.clashofclans&connection_type=mobile&app_name=Clash%20of%20Clans&app_version=591&country_code=us&currency_code=USD&device_brand=LGE&device_carrier=MetroPCS&device_cpu_type=armv7l&device_model=LGMS500&existing_user=0&insdate=1430438299&installer=com.android.vending&install_referrer=mat_tracking_id%3Dinmobi-f79d57d8-014c-1000-e94a-431742ce00c1&language=English&mat_id=69eb4a91-1957-411f-8ba9-fdf4470f93d6&mobile_country_code=310&mobile_network_code=260&os_version=4.1.2&revenue=0.0&screen_density=1.5&screen_layout_size=960x540&sdk_version=3.5&conversion_user_agent=Mozilla%2F5.0%20%28Linux%3B%20U%3B%20Android%204.1.2%3B%20en-us%3B%20LGMS500%20Build%2FJZO54K%29%20AppleWebKit%2F534.30%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Mobile%20Safari%2F534.30&user_id=a482141152002aa7&google_aid=171333a9-bacb-4e0c-a7de-ed6857571386&google_ad_tracking_disabled=0&system_date=1430438423&encrypted_request=1","2015-05-01 00:01:24","2015-05-01 00:01:31",47.614570000000,-122.168360000000,"identifier","2015-04-30 23:58:19"
"44ceaa130d59acfd73-20150501-1681","15ce63d39fc98f3406ef42da5500bbf6","184ea0eb401e40dbf4-20150501-1681","104.175.228.23","2015-05-01 00:01:25",103678,870,1681,8688,245126,25544070,NULL,"104.175.228.23","ios","AT&T","en","com.supercell.magic","Clash of Clans",840,5,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70","https://1681.engine.mobileapptracking.com/serve?action=session&advertiser_id=1681&package_name=com.supercell.magic&response_format=json&sdk=ios&transaction_id=B997FEBF-B0B5-49E8-AE01-5AD8CA298023&ver=3.5.3&sdk_retry_attempt=0&app_name=Clash%20of%20Clans&app_version=7.65&mobile_country_code=310&carrier_country_code=us&mobile_network_code=410&country_code=US&device_brand=Apple&device_carrier=AT%26T&device_cpu_subtype=1&device_cpu_type=16777228&device_model=iPhone7%2C2&insdate=1430329608&ios_ad_tracking=1&ios_ifa=6CFF45CB-CA37-4B7E-96F6-5B98398A8B36&ios_ifv=FF5D4BED-7F41-4F23-91DA-9EE7CE577591&language=en&mat_id=C1E40EEE-FF75-4300-9EF1-29DF7CC459C8&os_jailbroke=0&os_version=8.3&revenue=0&screen_density=2&screen_size=375x667&system_date=1430438410&user_id=a482144a52c035be&iad_attribution=1&conversion_user_agent=Mozilla%2F5.0%20%28iPhone%3B%20CPU%20iPhone%20OS%208_3%20like%20Mac%20OS%20X%29%20AppleWebKit%2F600.1.4%20%28KHTML%2C%20like%20Gecko%29%20Mobile%2F12F70&encrypted_request=1","2015-05-01 00:01:25","2015-05-01 00:01:30",34.003480000000,-118.035730000000,"iad_integration","2015-04-29 17:46:48"
"f7e642121b6ded77a4-20150501-1681","inmobi-0a5151ac-014d-1000-eb39-416741890092","0f7f42060ae807b6de3b43b0b2bfee17-20150430-1681","223.104.13.3","2015-04-30 12:35:32",4508,31,1681,32112,257806,834380026,"0a5151ac-014d-1000-eb39-416741890092","223.104.13.3","ios","中国移动","zh-Hans","com.supercell.reef","Reef",156,10664,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70","https://1681.engine.mobileapptracking.com/serve?action=session&advertiser_id=1681&package_name=com.supercell.reef&response_format=json&sdk=ios&transaction_id=9768E513-3947-478C-8AC5-0FBA092C5B85&ver=3.5.3&sdk_retry_attempt=0&app_name=Reef&app_version=20.45.1&mobile_country_code=460&carrier_country_code=cn&mobile_network_code=02&country_code=CN&device_brand=Apple&device_carrier=%E4%B8%AD%E5%9B%BD%E7%A7%BB%E5%8A%A8&device_cpu_subtype=1&device_cpu_type=16777228&device_model=iPhone7%2C2&insdate=1422510628&ios_ad_tracking=1&ios_ifa=688F8D0D-1A61-4F73-A255-6EA611CC4B1A&ios_ifv=1F42B8EA-E12C-45D3-BAC1-E3DC40FF678E&language=zh-Hans&mat_id=014AFFCA-23E5-4FCF-B5D2-52400DCBC318&os_jailbroke=0&os_version=8.3&revenue=0&screen_density=2&screen_size=375x667&system_date=1430438329&user_id=a4821452523c5015&conversion_user_agent=Mozilla%2F5.0%20%28iPhone%3B%20CPU%20iPhone%20OS%208_3%20like%20Mac%20OS%20X%29%20AppleWebKit%2F600.1.4%20%28KHTML%2C%20like%20Gecko%29%20Mobile%2F12F70&encrypted_request=1","2015-05-01 00:00:04","2015-05-01 00:00:10",39.912500000000,116.388800000000,"fingerprint","2015-01-29 05:50:28"
"73fa015e3b9136155d-20150501-1681","dad34456-7f14-4ff4-ad52-1095051dc389","2a99324fb7846211e3dad5ca0c3ebdaa-20150430-1681","70.170.63.220","2015-04-30 14:53:52",19808,326,1681,35440,260660,838121304,"3dea6249e5f8987b7a511e57730fbce5%7C%7C42613%3A3286%2Fclash-of-clans","70.170.63.220","android",NULL,"English","com.supercell.clashofclans","Clash of Clans",840,29,"Mozilla/5.0 (Linux; Android 4.4.2; RCT6203W46 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36","https://1681.engine.mobileapptracking.com/serve?ver=3.5&transaction_id=ba1d156f-2ff7-43ed-9435-0200a904390d&sdk=android&action=session&advertiser_id=1681&package_name=com.supercell.clashofclans&connection_type=WIFI&app_name=Clash%20of%20Clans&app_version=591&currency_code=USD&device_brand=Gigabyte&device_cpu_type=armv7l&device_model=RCT6203W46&existing_user=0&insdate=1430394887&installer=com.android.vending&install_referrer=gclid%3Ddad34456-7f14-4ff4-ad52-1095051dc389%26utm_source%3Ddad34456-7f14-4ff4-ad52-1095051dc389%26utm_medium%3D%26utm_campaign%3D1Im7L%26utm_term%3D%26utm_content%3D%26uaa%3Dgetit%26ct%3D20150430145350%26nw%3D27c&language=English&mat_id=6286ae86-11b7-4328-a6ae-8e6fcb197e12&os_version=4.4.2&revenue=0.0&screen_density=1.0&screen_layout_size=1024x552&sdk_version=3.5&user_id=a482141752003531&google_aid=ae3c56b0-4514-447f-8dd1-a00b0161b2fe&google_ad_tracking_disabled=0&conversion_user_agent=Mozilla%2F5.0%20%28Linux%3B%20Android%204.4.2%3B%20RCT6203W46%20Build%2FKOT49H%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F30.0.0.0%20Safari%2F537.36&system_date=1430427550&encrypted_request=1","2015-05-01 00:00:05","2015-05-01 00:00:12",36.182980000000,-115.162880000000,"referrer","2015-04-30 11:54:47"
"a1a01b3df60f931f34-20150501-1681","cm6lhl_ijcucfqsvaqod5bwada","4eec44b5c15b381c49-20150424-1681","173.25.145.9","2015-04-24 01:17:11",19576,5,1681,32112,257806,834380026,NULL,"173.25.145.9","ios",NULL,"en","com.supercell.reef","Reef",840,24,"Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D167","https://1681.engine.mobileapptracking.com/serve?action=session&advertiser_id=1681&package_name=com.supercell.reef&response_format=json&sdk=ios&transaction_id=2215D36C-24A7-45E5-A818-5E3FE9165C0A&ver=3.5.3&sdk_retry_attempt=0&app_name=Reef&app_version=20.45.1&country_code=US&device_brand=Apple&device_cpu_subtype=10&device_cpu_type=12&device_model=iPad2%2C5&iad_attribution=0&insdate=1430438206&ios_ad_tracking=0&ios_ifa=D7ECA9AA-4503-4982-82AB-C9BB21A8CBD9&ios_ifv=C0EFB394-C791-44C3-AFB3-A36D5E5D6F4C&language=en&mat_id=AF5C90BB-558B-4348-A2A8-8C5008189828&os_jailbroke=0&os_version=7.1&revenue=0&screen_density=1&screen_size=768x1024&system_date=1430438339&user_id=a482145a5220ec1a&conversion_user_agent=Mozilla%2F5.0%20%28iPad%3B%20CPU%20OS%207_1%20like%20Mac%20OS%20X%29%20AppleWebKit%2F537.51.2%20%28KHTML%2C%20like%20Gecko%29%20Mobile%2F11D167&encrypted_request=1","2015-05-01 00:00:15","2015-05-01 00:00:20",44.937900000000,-93.669300000000,"inline","2015-04-30 23:56:46"
